feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_03_8369,83 WELCH AVE,"4,16",330,185,56.06,"184,67",55.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8369.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8369.csv,301-400
36_03_8371,83 WELCH AVE,"4,16",330,159,48.18,159,48.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8371.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8371.csv,301-400
36_03_8562,85 STEPHENSON AVE,"4,8",240,177,73.75,0,0,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8562.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8562.csv,201-300
36_03_8563,85 STEPHENSON AVE,"4,8",262,"188,33",71.88,219,83.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8563.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8563.csv,201-300
36_03_8564,85 STEPHENSON AVE,"4,8",240,160,66.67,"159,67",66.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8564.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8564.csv,201-300
36_03_8565,85 STEPHENSON AVE,"4,8",319,150,47.02,150,47.02,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8565.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8565.csv,301-400
36_03_8566,85 STEPHENSON AVE,"4,8",299,"125,67",42.03,150,50.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8566.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8566.csv,201-300
36_03_8567,85 STEPHENSON AVE,"4,8",289,"237,67",82.24,224,77.51,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8567.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8567.csv,201-300
36_03_8663,86 LEWISTON HEIGHTS,"4,8",486,159,32.72,159,32.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8663.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8663.csv,401-500
36_03_8664,86 LEWISTON HEIGHTS,"4,8",486,"67,67",13.92,"54,667",11.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8664.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8664.csv,401-500
36_03_8763,87 LEWISTON,"4,8",486,"270,33",55.62,"270,333",55.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8763.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8763.csv,401-500
36_03_8764,87 LEWISTON,"4,8",486,237,48.77,237,48.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8764.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8764.csv,401-500
36_03_8862,88 YOUNGSTOWN,"4,8",510,"212,33",41.63,"225,397",44.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8862.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8862.csv,500+
36_03_8863,88 YOUNGSTOWN,"4,8",510,"192,67",37.78,"203,493",39.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8863.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8863.csv,500+
36_03_8963,89 RANSOMVILLE,"4,8",510,"324,67",63.66,"338,777",66.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8963.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8963.csv,500+
36_03_8964,89 RANSOMVILLE,"4,8",510,"237,33",46.54,"214,2",42,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8964.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8964.csv,500+
36_03_9361,93 WILSON,"4,8",510,"297,33",58.3,"285,407",55.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9361.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9361.csv,500+
36_03_9362,93 WILSON,"4,8",510,"266,67",52.29,"284,82",55.85,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9362.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9362.csv,500+
36_03_9363,93 WILSON,"4,8",510,238,46.67,"250,473",49.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9363.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9363.csv,500+
36_03_9751,97 SUMMIT PARK,"13,2",370,"7,67",2.07,"7,573",2.05,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9751.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9751.csv,301-400
36_03_9753,97 SUMMIT PARK,"13,2",514,372,72.37,"423,937",82.48,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9753.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9753.csv,500+
36_03_9754,97 SUMMIT PARK,"13,2",346,116,33.53,"155,3",44.88,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9754.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9754.csv,301-400
36_03_9755,97 SUMMIT PARK,"13,2",486,"4,33",0.89,"2,67",0.55,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9755.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9755.csv,401-500
36_03_9756,97 SUMMIT PARK,"13,2",413,"69,67",16.87,"67,653",16.38,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9756.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9756.csv,401-500
36_03_9757,97 SUMMIT PARK,"13,2",463,"196,67",42.48,"176,913",38.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9757.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9757.csv,401-500
36_03_9758,97 SUMMIT PARK,"13,2",506,"48,33",9.55,"48,107",9.51,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_9758.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_9758.csv,500+
36_04_0152,BATAVIA STATION,"13,2",514,316,61.48,"309,333",60.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0152.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0152.csv,500+
36_04_0153,BATAVIA STATION,"13,2",338,211,62.43,0,0,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0153.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0153.csv,301-400
36_04_0154,BATAVIA STATION,"13,2",486,"319,67",65.78,"225,687",46.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0154.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0154.csv,401-500
36_04_0155,BATAVIA STATION,"13,2",496,"231,33",46.64,"225,257",45.41,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0155.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0155.csv,401-500
36_04_0156,BATAVIA STATION,"13,2",317,"295,67",93.27,"171,65",54.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0156.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0156.csv,301-400
36_04_0157,BATAVIA STATION,"13,2",333,243,72.97,"241,307",72.46,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0157.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0157.csv,301-400
36_04_0158,BATAVIA STATION,"13,2",374,70,18.72,"74,283",19.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0158.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0158.csv,301-400
36_04_0361,OAKFIELD STATION,"4,8",320,121,37.81,"89,253",27.89,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0361.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0361.csv,301-400
36_04_0362,OAKFIELD STATION,"4,8",514,"364,33",70.88,"358,317",69.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0362.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0362.csv,500+
36_04_0363,OAKFIELD STATION,"4,8",320,"188,67",58.96,"227,033",70.95,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0363.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0363.csv,301-400
36_04_0455,N LEROY STATION,"13,2",402,"149,67",37.23,"148,813",37.02,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0455.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0455.csv,401-500
36_04_0456,N LEROY STATION,"13,2",402,"340,33",84.66,"343,293",85.4,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0456.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0456.csv,401-500
36_04_0457,N LEROY STATION,"13,2",402,"147,67",36.73,"152,107",37.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_0457.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_0457.csv,401-500
36_04_1261,ATTICA STATION,"4,8",400,329,82.25,"316,153",79.04,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1261.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1261.csv,301-400
36_04_1262,ATTICA STATION,"4,8",400,321,80.25,"332,657",83.16,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1262.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1262.csv,301-400
36_04_1263,ATTICA STATION,"4,8",400,193,48.25,"203,307",50.83,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1263.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1263.csv,301-400
36_04_1561,BASOM STATION,"4,8",320,"134,67",42.08,"140,003",43.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1561.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1561.csv,301-400
36_04_1562,BASOM STATION,"4,8",320,35,10.94,"38,307",11.97,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1562.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1562.csv,301-400
36_04_1661,DARIEN STATION,"4,8",380,289,76.05,"277,613",73.06,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1661.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1661.csv,301-400
36_04_1662,DARIEN STATION,"4,8",380,199,52.37,"198,063",52.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1662.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1662.csv,301-400
36_04_1861,BYRON STATION,"4,8",320,"92,67",28.96,91,28.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1861.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1861.csv,301-400
36_04_1863,BYRON STATION,"4,8",320,"182,67",57.08,205,64.06,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1863.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1863.csv,301-400
36_04_1961,ORANGEVILLE STATION,"4,8",361,"249,67",69.16,"243,567",67.47,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_1961.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_1961.csv,301-400
36_04_2062,ELBA STATION,"4,8",510,379,74.31,"324,333",63.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2062.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2062.csv,500+
36_04_2161,LINDEN STATION,"4,8",247,"129,67",52.5,"128,667",52.09,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2161.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2161.csv,201-300
36_04_2261,CORFU STATION,"4,8",320,"46,67",14.58,"49,307",15.41,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2261.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2261.csv,301-400
36_04_2262,CORFU STATION,"4,8",320,"88,33",27.6,"130,153",40.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2262.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2262.csv,301-400
36_04_22651,KNAPP RD,"13,2",507,"325,67",64.23,"342,767",67.61,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_22651.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_22651.csv,500+
36_04_22652,KNAPP RD,"13,2",514,"165,67",32.23,"163,96",31.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_22652.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_22652.csv,500+
36_04_22653,KNAPP RD,"13,2",507,"289,67",57.13,"319,84",63.08,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_22653.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_22653.csv,500+
36_04_2361,WETHERSFIELD STATION,"4,8",320,"122,67",38.33,"113,703",35.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2361.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2361.csv,301-400
36_04_2362,WETHERSFIELD STATION,"4,8",320,"127,67",39.9,"180,333",56.35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2362.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2362.csv,301-400
36_04_2851,E BATAVIA STATION,"13,2",451,"141,67",31.41,"151,683",33.63,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2851.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2851.csv,401-500
36_04_2852,E BATAVIA STATION,"13,2",340,"216,33",63.63,"217,853",64.07,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2852.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2852.csv,301-400
36_04_2855,E BATAVIA STATION,"13,2",340,"317,33",93.33,"299,63",88.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2855.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2855.csv,301-400
36_04_2856,E BATAVIA STATION,"13,2",340,"275,67",81.08,"314,3",92.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2856.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2856.csv,301-400
36_04_2951,SHEPPARD STATION,"13,2",200,"134,67",67.34,"147,433",73.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2951.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2951.csv,101-200
36_04_2952,SHEPPARD STATION,"13,2",200,127,63.5,"129,877",64.94,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_04_2952.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_04_2952.csv,101-200
36_05_13051,LIVINGSTON COUNTY CORRECTIONAL,"13,2",68,30,44.12,"29,583",43.5,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_13051.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_13051.csv,0-100
36_05_3251,RICHMOND,"13,2",284,78,27.46,"84,333",29.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3251.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3251.csv,201-300
36_05_3252,RICHMOND,"13,2",284,"63,67",22.42,63,22.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3252.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3252.csv,201-300
36_05_3253,RICHMOND,"13,2",284,158,55.63,"165,063",58.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3253.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3253.csv,201-300
36_05_3662,LIMA,"4,8",482,"330,67",68.6,"283,333",58.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3662.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3662.csv,401-500
36_05_3761,LIVONIA,"4,8",441,"324,33",73.54,"335,667",76.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3761.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3761.csv,401-500
36_05_3762,LIVONIA,"4,8",441,"203,33",46.11,"154,333",35,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3762.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3762.csv,401-500
36_05_3763,LIVONIA,"4,8",390,"44,67",11.45,"51,667",13.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3763.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3763.csv,301-400
36_05_3851,HEMLOCK,"13,2",514,120,23.35,122,23.74,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_3851.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_3851.csv,500+
36_05_4061,LAKEVILLE,"4,8",514,292,56.81,300,58.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_05_4061.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_05_4061.csv,500+
